label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,0.214159,0.684938,0.0,0.302244,0.642568,-0.021083,0.375807,0.550455,-0.020861,0.424941,0.482603,-0.02313,0.444343,0.406403,-0.025126,0.333047,0.380334,0.018298,0.368064,0.294803,0.001206,0.398135,0.254827,-0.020171,0.433271,0.221625,-0.038091,0.297033,0.361934,0.009912,0.332854,0.265464,-0.005642,0.364503,0.224614,-0.025825,0.410749,0.194816,-0.042386,0.257054,0.368573,-0.006094,0.290533,0.271508,-0.028764,0.321682,0.226606,-0.045707,0.363779,0.198014,-0.056688,0.212795,0.394302,-0.025855,0.251137,0.306725,-0.050612,0.283456,0.255668,-0.064841,0.3215,0.225009,-0.074268
C,0.21378,0.682033,0.0,0.301794,0.63797,-0.020617,0.37443,0.543654,-0.019662,0.424077,0.474478,-0.021508,0.443986,0.396187,-0.023184,0.328207,0.377738,0.023469,0.36375,0.29321,0.00797,0.393768,0.251794,-0.013432,0.427976,0.216851,-0.031467,0.293588,0.3596,0.015022,0.329188,0.263794,0.001331,0.361373,0.221362,-0.019917,0.406545,0.190817,-0.037627,0.25474,0.365421,-0.00123,0.288069,0.268872,-0.022877,0.319266,0.224447,-0.041071,0.359972,0.196501,-0.053161,0.212019,0.390308,-0.021252,0.250965,0.301982,-0.044964,0.284085,0.252001,-0.059168,0.321871,0.223136,-0.068901
C,0.215941,0.680287,0.0,0.305322,0.63092,-0.020825,0.374879,0.539246,-0.022207,0.425107,0.469734,-0.026927,0.446485,0.387273,-0.03152,0.327477,0.375863,0.022845,0.362211,0.287811,0.004643,0.392848,0.246501,-0.018389,0.427664,0.21246,-0.037002,0.292111,0.359031,0.01373,0.326807,0.259836,-0.002464,0.358701,0.216932,-0.024906,0.404139,0.188018,-0.04327,0.252716,0.36552,-0.003428,0.284936,0.266736,-0.02645,0.315966,0.220372,-0.045214,0.356791,0.194431,-0.05762,0.209735,0.39073,-0.024426,0.247485,0.303382,-0.048506,0.280361,0.253599,-0.06313,0.31806,0.226978,-0.073181
C,0.216018,0.678166,0.0,0.303609,0.629006,-0.016257,0.37245,0.535014,-0.01537,0.422917,0.468472,-0.018812,0.445167,0.3886,-0.022093,0.323067,0.3728,0.029772,0.356477,0.284048,0.013852,0.387913,0.242199,-0.00833,0.422788,0.208423,-0.026534,0.288149,0.356091,0.018292,0.322036,0.256134,0.003832,0.356853,0.214238,-0.018584,0.40405,0.187336,-0.036821,0.250501,0.362168,-0.001017,0.282706,0.261756,-0.022566,0.317214,0.216726,-0.041094,0.360614,0.192865,-0.053275,0.210815,0.387278,-0.02392,0.249918,0.297386,-0.046781,0.284587,0.247419,-0.06058,0.324278,0.221527,-0.070046
C,0.215135,0.684927,0.0,0.303744,0.626241,-0.008255,0.36817,0.524536,-0.003945,0.417034,0.459274,-0.005649,0.444086,0.382802,-0.00728,0.312043,0.370516,0.035539,0.344647,0.279041,0.020499,0.378074,0.23684,-4.4e-05,0.415126,0.203174,-0.016957,0.278409,0.357689,0.019716,0.30875,0.252201,0.005079,0.347836,0.211101,-0.015935,0.397348,0.186591,-0.032619,0.242523,0.368378,-0.003481,0.270597,0.260336,-0.026312,0.307719,0.21595,-0.043974,0.352969,0.1941,-0.054619,0.207813,0.397899,-0.029562,0.243128,0.301549,-0.053405,0.277976,0.250423,-0.066844,0.317675,0.224132,-0.075473
C,0.213303,0.687797,0.0,0.305969,0.626531,-0.000444,0.365877,0.521521,0.006469,0.412749,0.457756,0.005094,0.443302,0.381943,0.00337,0.303397,0.366886,0.048005,0.335941,0.275043,0.036367,0.372617,0.231155,0.017429,0.412022,0.197592,0.000921,0.270681,0.35393,0.02677,0.300415,0.245587,0.013902,0.345001,0.205449,-0.007498,0.398329,0.183303,-0.024567,0.238155,0.365575,-0.001683,0.266578,0.252999,-0.024305,0.310113,0.210108,-0.042226,0.359242,0.190746,-0.052859,0.208363,0.397545,-0.032487,0.242533,0.293117,-0.056629,0.28184,0.240825,-0.069848,0.325915,0.215557,-0.078318
C,0.213671,0.692119,0.0,0.306595,0.628206,0.007996,0.364155,0.520371,0.017617,0.409838,0.455143,0.016838,0.443179,0.379369,0.015142,0.299106,0.370987,0.057402,0.330953,0.277691,0.048058,0.368409,0.232188,0.029981,0.40841,0.197837,0.013578,0.266646,0.357287,0.03081,0.296921,0.246568,0.02025,0.343586,0.205037,-0.001229,0.398461,0.183596,-0.019125,0.234705,0.367758,-0.002645,0.26305,0.253104,-0.023452,0.309699,0.210469,-0.041515,0.361314,0.19385,-0.053178,0.206864,0.398613,-0.037924,0.240582,0.291352,-0.061416,0.281619,0.23899,-0.074875,0.327658,0.214653,-0.084168
C,0.211765,0.696639,0.0,0.310529,0.623811,0.015561,0.363736,0.518794,0.025777,0.406568,0.455072,0.023022,0.443605,0.380678,0.018872,0.296845,0.372733,0.067386,0.328627,0.276741,0.058259,0.366125,0.232113,0.038845,0.407392,0.197397,0.021182,0.265314,0.361063,0.03529,0.293543,0.247505,0.024941,0.340245,0.205289,0.001569,0.39565,0.184996,-0.018271,0.233397,0.372132,-0.003592,0.258353,0.254927,-0.023021,0.304269,0.212927,-0.041618,0.355858,0.199389,-0.054447,0.206838,0.404444,-0.043991,0.238657,0.297593,-0.065537,0.279151,0.245489,-0.078539,0.324365,0.221931,-0.088287
C,0.216573,0.695735,0.0,0.307188,0.629165,0.00152,0.362424,0.519506,0.007073,0.406112,0.454094,0.003855,0.442688,0.379618,-6.7e-05,0.294195,0.3709,0.04131,0.324479,0.274085,0.025748,0.363012,0.227392,0.004729,0.404274,0.192651,-0.012734,0.262823,0.359494,0.017765,0.289406,0.244181,0.001218,0.338972,0.203384,-0.02251,0.396344,0.1841,-0.041106,0.23141,0.373904,-0.012313,0.254589,0.253621,-0.037999,0.302905,0.212913,-0.058562,0.356431,0.200124,-0.070816,0.205743,0.409744,-0.044227,0.236885,0.301962,-0.070417,0.27845,0.248864,-0.085642,0.32425,0.224774,-0.095639
C,0.215224,0.696503,1e-06,0.310355,0.62076,0.015968,0.36,0.518022,0.023701,0.4031,0.454836,0.018418,0.440116,0.383298,0.011612,0.284349,0.373905,0.060378,0.315107,0.274562,0.049214,0.354476,0.226311,0.029247,0.395767,0.190859,0.011956,0.253775,0.365173,0.027682,0.279969,0.243905,0.014388,0.332515,0.198126,-0.009997,0.390691,0.179452,-0.029756,0.222869,0.379038,-0.011071,0.243665,0.254784,-0.032409,0.29626,0.210526,-0.053436,0.352071,0.197276,-0.067595,0.200126,0.413892,-0.050803,0.232354,0.304599,-0.072233,0.275052,0.250537,-0.086061,0.321245,0.225722,-0.096541
C,0.213319,0.698761,0.0,0.310001,0.619452,0.019942,0.358824,0.51717,0.028937,0.401598,0.453912,0.023807,0.438367,0.382453,0.016725,0.281699,0.375005,0.065126,0.312811,0.275578,0.05497,0.351758,0.228247,0.03527,0.393323,0.192124,0.017774,0.251482,0.366948,0.029609,0.278831,0.246462,0.016913,0.331699,0.200255,-0.007713,0.389744,0.180157,-0.028016,0.220893,0.381096,-0.011926,0.243339,0.258581,-0.032629,0.295647,0.213284,-0.053785,0.350663,0.197339,-0.068515,0.198427,0.416073,-0.054273,0.230216,0.305956,-0.07545,0.272778,0.251269,-0.0895,0.318924,0.224522,-0.100539
C,0.209843,0.699324,1e-06,0.310395,0.618693,0.027713,0.358531,0.516636,0.03801,0.400105,0.454047,0.03198,0.436271,0.381386,0.023287,0.279074,0.373863,0.072508,0.309536,0.273665,0.064645,0.349156,0.225907,0.045724,0.39115,0.189744,0.027935,0.247994,0.36705,0.031301,0.274228,0.24521,0.020648,0.328126,0.199668,-0.003444,0.38722,0.180987,-0.024224,0.21743,0.381924,-0.015528,0.238989,0.257117,-0.034421,0.292393,0.212184,-0.054095,0.348063,0.196809,-0.068778,0.196627,0.418184,-0.062829,0.230499,0.304912,-0.083442,0.275375,0.250661,-0.096864,0.322776,0.225863,-0.108007
C,0.215344,0.700819,1e-06,0.309112,0.619789,0.016493,0.357301,0.518871,0.022057,0.399817,0.456167,0.014321,0.435657,0.384051,0.004876,0.279021,0.376201,0.056673,0.31012,0.274304,0.043099,0.35054,0.226946,0.022,0.393459,0.192593,0.00432,0.250406,0.369749,0.022819,0.276155,0.247764,0.007921,0.329966,0.202091,-0.016381,0.388447,0.18436,-0.035988,0.220526,0.384802,-0.017015,0.240115,0.261446,-0.037832,0.292311,0.215343,-0.057773,0.346876,0.199954,-0.07172,0.19821,0.420453,-0.057964,0.224075,0.308875,-0.078723,0.264553,0.252507,-0.09198,0.30884,0.225146,-0.102293
C,0.214281,0.704084,0.0,0.310812,0.621728,0.020773,0.359021,0.520554,0.028452,0.400238,0.457479,0.021723,0.436211,0.385551,0.013151,0.279594,0.378064,0.062628,0.310485,0.277362,0.0519,0.350275,0.229175,0.031848,0.39204,0.193643,0.014143,0.248341,0.3713,0.026704,0.27164,0.249044,0.01389,0.32483,0.203903,-0.009982,0.383628,0.18654,-0.02992,0.217203,0.387231,-0.014913,0.236115,0.26163,-0.034823,0.287796,0.215988,-0.054901,0.342677,0.201586,-0.069354,0.196458,0.424775,-0.057295,0.226995,0.31569,-0.078204,0.269094,0.262279,-0.091828,0.313553,0.23909,-0.102512
C,0.209484,0.709527,1e-06,0.313112,0.621518,0.041749,0.358568,0.518231,0.057378,0.398031,0.45699,0.052686,0.43421,0.384328,0.045316,0.270134,0.37777,0.09947,0.302927,0.278076,0.098542,0.346599,0.230453,0.082025,0.390707,0.19558,0.065333,0.242742,0.371725,0.051337,0.273961,0.252224,0.046952,0.332019,0.204858,0.024287,0.390419,0.189208,0.004095,0.217597,0.383847,-0.002642,0.247466,0.26337,-0.014655,0.305384,0.215707,-0.032144,0.359988,0.198571,-0.046611,0.204362,0.418915,-0.056694,0.246074,0.312777,-0.07095,0.293966,0.260535,-0.081515,0.340056,0.234852,-0.091646
C,0.210077,0.710667,1e-06,0.31364,0.6228,0.047659,0.358034,0.518248,0.065196,0.398022,0.458472,0.061239,0.432939,0.38629,0.05421,0.265557,0.375878,0.10524,0.299252,0.275897,0.105313,0.346018,0.229058,0.088664,0.39294,0.195567,0.071985,0.239899,0.370294,0.053958,0.272957,0.249113,0.05211,0.33323,0.199746,0.030059,0.392648,0.184654,0.009933,0.217579,0.382021,-0.002736,0.251938,0.259595,-0.011297,0.313781,0.210826,-0.026663,0.37053,0.194317,-0.040285,0.208512,0.416532,-0.059265,0.253015,0.304583,-0.070395,0.304168,0.248519,-0.078367,0.352906,0.220425,-0.086973
C,0.207663,0.714935,1e-06,0.314949,0.618905,0.055826,0.358459,0.51641,0.073006,0.397326,0.45721,0.066383,0.433386,0.382369,0.056169,0.254429,0.374095,0.111395,0.293653,0.271984,0.110745,0.344731,0.223108,0.093429,0.393979,0.189861,0.07572,0.228942,0.371436,0.053695,0.26796,0.245727,0.048612,0.333611,0.198086,0.024459,0.395522,0.18646,0.002997,0.211188,0.38626,-0.008768,0.249742,0.259617,-0.019223,0.315808,0.211498,-0.033552,0.373682,0.194547,-0.046718,0.209111,0.423118,-0.0705,0.254908,0.309656,-0.082818,0.307318,0.253935,-0.09,0.355096,0.224139,-0.098351
C,0.208,0.718558,1e-06,0.312778,0.624071,0.04876,0.358073,0.519637,0.065843,0.39746,0.458093,0.062252,0.432741,0.38249,0.056464,0.248188,0.375728,0.101118,0.287837,0.27138,0.10064,0.340474,0.22366,0.086557,0.390482,0.193869,0.072965,0.222873,0.370579,0.051664,0.263496,0.243875,0.047987,0.330074,0.197627,0.029049,0.391961,0.190307,0.013028,0.207426,0.386306,-0.002329,0.248229,0.256694,-0.010369,0.315845,0.20947,-0.020655,0.375425,0.197357,-0.029378,0.209228,0.42479,-0.055813,0.256484,0.305699,-0.065679,0.309056,0.249474,-0.070165,0.357742,0.223609,-0.074792
C,0.205658,0.719673,1e-06,0.309339,0.627958,0.046287,0.354493,0.521593,0.062828,0.394808,0.4585,0.059463,0.429723,0.382613,0.054025,0.243516,0.379146,0.09617,0.280423,0.27355,0.092445,0.335354,0.225705,0.076517,0.387335,0.19795,0.062112,0.219558,0.37386,0.048427,0.260965,0.246399,0.042132,0.329555,0.202141,0.022014,0.392279,0.1972,0.005449,0.205314,0.389006,-0.003912,0.247287,0.257864,-0.013772,0.316038,0.211061,-0.024881,0.376034,0.200083,-0.033948,0.208112,0.426738,-0.055782,0.256794,0.309869,-0.067196,0.308512,0.252118,-0.072936,0.355785,0.222506,-0.078365
C,0.206007,0.720004,1e-06,0.307227,0.628879,0.04564,0.352601,0.520585,0.061709,0.392485,0.45684,0.058713,0.428447,0.381664,0.053843,0.235181,0.380758,0.089027,0.274431,0.273627,0.082829,0.332269,0.225032,0.066397,0.386746,0.197439,0.051892,0.212736,0.37664,0.041868,0.255968,0.245422,0.030847,0.328082,0.201738,0.009736,0.392842,0.197929,-0.006409,0.201272,0.393468,-0.00925,0.243251,0.257619,-0.022874,0.314909,0.21035,-0.034021,0.376697,0.198975,-0.041848,0.208401,0.433809,-0.059553,0.257194,0.312043,-0.073232,0.309753,0.252725,-0.079046,0.357329,0.222377,-0.083733
C,0.204925,0.724151,1e-06,0.306634,0.634378,0.042682,0.352588,0.523858,0.057686,0.393317,0.455644,0.054732,0.429237,0.380639,0.050208,0.228048,0.382646,0.083002,0.269024,0.274454,0.075772,0.329765,0.225951,0.059464,0.385454,0.199434,0.045368,0.20698,0.378735,0.038384,0.252269,0.2454,0.025921,0.326765,0.202942,0.005113,0.392082,0.199146,-0.010385,0.198892,0.396133,-0.009873,0.24242,0.258882,-0.02462,0.315745,0.21236,-0.035286,0.377478,0.201745,-0.042196,0.210571,0.437541,-0.057356,0.259865,0.313376,-0.071542,0.312838,0.252853,-0.07715,0.360052,0.221369,-0.081267
C,0.204688,0.722635,1e-06,0.306106,0.631412,0.045543,0.35183,0.522423,0.062325,0.391852,0.455124,0.060426,0.428889,0.380779,0.056984,0.226798,0.38208,0.090668,0.268718,0.277449,0.084898,0.32967,0.229312,0.068423,0.385801,0.201879,0.053526,0.206532,0.378079,0.044097,0.252728,0.246562,0.031296,0.327775,0.203544,0.009054,0.393674,0.198152,-0.007441,0.199017,0.395013,-0.006209,0.243812,0.260236,-0.021816,0.3181,0.214136,-0.032799,0.380644,0.201096,-0.03967,0.210808,0.436015,-0.055584,0.261423,0.313481,-0.070294,0.31531,0.254066,-0.075737,0.363191,0.221067,-0.079686
C,0.204537,0.724159,1e-06,0.306411,0.632326,0.041733,0.352879,0.522453,0.055986,0.393627,0.452859,0.052465,0.431995,0.378578,0.047912,0.229503,0.381858,0.084748,0.268349,0.274955,0.077682,0.329638,0.226496,0.061774,0.385932,0.201595,0.047933,0.208855,0.37859,0.040588,0.253309,0.245552,0.026672,0.327577,0.20479,0.006374,0.393259,0.20116,-0.007982,0.200624,0.3965,-0.007358,0.243816,0.260392,-0.023805,0.315741,0.215858,-0.031436,0.376919,0.206328,-0.035078,0.211287,0.43981,-0.054723,0.261155,0.31633,-0.069053,0.313694,0.255297,-0.07217,0.360006,0.223123,-0.073701
C,0.205134,0.722331,1e-06,0.308309,0.63022,0.045716,0.353154,0.520367,0.062687,0.393565,0.454604,0.060596,0.429281,0.381138,0.056695,0.229546,0.381221,0.090557,0.273499,0.277732,0.083663,0.333924,0.230394,0.065531,0.390289,0.201849,0.049126,0.209353,0.377589,0.04307,0.256962,0.24815,0.029747,0.331037,0.206015,0.005991,0.397849,0.199194,-0.012273,0.201227,0.395107,-0.00825,0.247338,0.261138,-0.024355,0.320633,0.21539,-0.03664,0.383376,0.200803,-0.045065,0.21243,0.435868,-0.058718,0.264448,0.314249,-0.073687,0.317118,0.254518,-0.079649,0.364041,0.220493,-0.08461
C,0.205155,0.724625,1e-06,0.309598,0.632528,0.044346,0.353829,0.52158,0.060843,0.393967,0.453351,0.058527,0.429426,0.377696,0.0543,0.232156,0.381206,0.089328,0.274192,0.277888,0.082293,0.33373,0.22995,0.064004,0.389427,0.200278,0.047495,0.210785,0.376954,0.042606,0.257503,0.248939,0.030264,0.330716,0.205809,0.006814,0.396869,0.197249,-0.011726,0.201584,0.394419,-0.008196,0.247735,0.262598,-0.024071,0.320647,0.215848,-0.037397,0.383038,0.200537,-0.046964,0.211929,0.434523,-0.058227,0.264171,0.314713,-0.073857,0.316932,0.254821,-0.08117,0.364295,0.220364,-0.087367
C,0.204542,0.723147,1e-06,0.30841,0.631558,0.042523,0.353691,0.520007,0.057171,0.394267,0.450862,0.053374,0.432088,0.375857,0.047733,0.235847,0.380208,0.085884,0.275677,0.27555,0.077802,0.334894,0.227813,0.059641,0.390217,0.199245,0.043567,0.21401,0.375966,0.039958,0.258878,0.246811,0.027195,0.331822,0.205381,0.0049,0.397507,0.198783,-0.012547,0.203228,0.393672,-0.010159,0.248521,0.25889,-0.026689,0.320275,0.214216,-0.038322,0.3819,0.201485,-0.04632,0.210469,0.434461,-0.05963,0.262231,0.314509,-0.076062,0.314983,0.253974,-0.083056,0.362044,0.219317,-0.088562
C,0.203709,0.724704,1e-06,0.309124,0.631217,0.048762,0.353483,0.520821,0.066566,0.393925,0.451979,0.064544,0.431227,0.376641,0.060726,0.231738,0.381387,0.095483,0.273514,0.276821,0.090316,0.333316,0.228585,0.07449,0.389037,0.200707,0.060048,0.210854,0.37668,0.046965,0.25866,0.247107,0.035516,0.331269,0.205708,0.014886,0.396406,0.200194,-0.000668,0.202196,0.393628,-0.005502,0.24946,0.260119,-0.020439,0.321179,0.215129,-0.029689,0.38224,0.202676,-0.035594,0.212242,0.434148,-0.056957,0.264398,0.312009,-0.071144,0.317361,0.252866,-0.075502,0.364427,0.220567,-0.078839
C,0.205059,0.724031,1e-06,0.308856,0.632149,0.042393,0.35375,0.521893,0.05664,0.394746,0.452556,0.0524,0.430556,0.374989,0.046497,0.23158,0.38093,0.08731,0.275443,0.276858,0.08027,0.335752,0.229083,0.062738,0.391351,0.200643,0.047132,0.21057,0.376803,0.041903,0.258957,0.246854,0.030261,0.331336,0.205321,0.008839,0.396539,0.19849,-0.007929,0.201754,0.394167,-0.007609,0.249635,0.260023,-0.022181,0.321408,0.214493,-0.031905,0.382299,0.201975,-0.038788,0.212442,0.435269,-0.056641,0.265384,0.314567,-0.070423,0.31832,0.254958,-0.074921,0.364913,0.221937,-0.078786
C,0.205261,0.723556,1e-06,0.308455,0.631032,0.045362,0.353905,0.520835,0.061639,0.39382,0.4543,0.058786,0.429512,0.379428,0.054242,0.231989,0.376372,0.092479,0.275263,0.274516,0.086801,0.33513,0.227839,0.069475,0.390917,0.200768,0.053946,0.210669,0.373087,0.045475,0.258792,0.245734,0.034651,0.331461,0.203085,0.01294,0.397407,0.197281,-0.003668,0.20215,0.391526,-0.005525,0.250307,0.260162,-0.019059,0.322847,0.213478,-0.028827,0.38497,0.199614,-0.035386,0.213237,0.434147,-0.055925,0.267361,0.313617,-0.068582,0.320302,0.253418,-0.072252,0.367251,0.220094,-0.075221
C,0.204657,0.72344,1e-06,0.309197,0.631922,0.046145,0.353952,0.521163,0.063313,0.393732,0.453995,0.061046,0.429755,0.378023,0.05707,0.233833,0.380308,0.096306,0.275545,0.27811,0.091988,0.334246,0.229916,0.07531,0.389038,0.200988,0.059842,0.2125,0.376041,0.048984,0.259327,0.248189,0.039135,0.330495,0.20515,0.017436,0.395687,0.197362,0.000329,0.203073,0.392576,-0.002562,0.250011,0.261632,-0.015998,0.321364,0.215542,-0.026166,0.382914,0.201921,-0.033382,0.212767,0.432636,-0.053484,0.265804,0.313288,-0.066473,0.318524,0.254073,-0.070894,0.365516,0.221292,-0.074815
C,0.205969,0.724732,1e-06,0.310222,0.632731,0.041986,0.35532,0.521451,0.057689,0.394378,0.45253,0.055038,0.430055,0.3784,0.05091,0.237018,0.378913,0.089706,0.277973,0.276318,0.083103,0.336219,0.228515,0.065186,0.390969,0.199526,0.049292,0.214438,0.374906,0.044928,0.260627,0.249112,0.034206,0.330715,0.205375,0.012446,0.394922,0.194904,-0.004657,0.203479,0.392474,-0.004175,0.250794,0.264776,-0.018367,0.320626,0.217678,-0.028671,0.381318,0.202674,-0.035774,0.211534,0.434134,-0.052912,0.263346,0.317271,-0.066276,0.314561,0.258517,-0.070666,0.360532,0.226176,-0.074272
C,0.205691,0.725357,1e-06,0.310918,0.63337,0.043922,0.354396,0.522484,0.059981,0.394701,0.453621,0.056707,0.429352,0.376367,0.051473,0.238005,0.383382,0.095991,0.279451,0.279473,0.092535,0.336324,0.231645,0.075915,0.389355,0.200877,0.060566,0.215592,0.377636,0.050059,0.261802,0.251786,0.04416,0.331062,0.207107,0.023277,0.39379,0.197851,0.005626,0.204035,0.392857,-0.000464,0.250536,0.263958,-0.010165,0.319774,0.21713,-0.020957,0.379085,0.203847,-0.030009,0.211108,0.430813,-0.050715,0.262785,0.313859,-0.061466,0.314735,0.256257,-0.066177,0.361478,0.225226,-0.071097
C,0.205082,0.723794,1e-06,0.310115,0.633737,0.044071,0.353955,0.522367,0.060533,0.393929,0.454389,0.057787,0.429599,0.378319,0.053053,0.236633,0.3822,0.093964,0.277095,0.278485,0.089119,0.334552,0.23033,0.071516,0.38859,0.200383,0.055331,0.214712,0.377136,0.047354,0.259155,0.250383,0.038598,0.330215,0.205946,0.01596,0.394748,0.198407,-0.002575,0.203422,0.393243,-0.003712,0.24829,0.262751,-0.01624,0.319454,0.215405,-0.028789,0.380749,0.201436,-0.038577,0.210679,0.432129,-0.054292,0.262138,0.313756,-0.067572,0.314474,0.254747,-0.073895,0.361705,0.222465,-0.079721
C,0.20498,0.722508,1e-06,0.305431,0.635518,0.037163,0.35335,0.522624,0.050882,0.394181,0.452774,0.048105,0.43076,0.377848,0.044177,0.233246,0.381245,0.078615,0.273616,0.275674,0.070463,0.332806,0.227265,0.053783,0.38781,0.199522,0.039267,0.212021,0.37648,0.037199,0.259302,0.246454,0.023791,0.331224,0.204936,0.003066,0.395461,0.198049,-0.012306,0.202593,0.394198,-0.008275,0.248502,0.26025,-0.024969,0.319057,0.214499,-0.035264,0.379589,0.201728,-0.041413,0.211205,0.43603,-0.053343,0.261519,0.314504,-0.068941,0.313908,0.254637,-0.074804,0.361122,0.222192,-0.078818
C,0.204718,0.721828,1e-06,0.304266,0.635567,0.037923,0.352398,0.522492,0.052111,0.392743,0.452493,0.049402,0.430528,0.377311,0.045681,0.235391,0.380397,0.083733,0.274075,0.277796,0.077375,0.332685,0.229153,0.061282,0.38695,0.200999,0.046585,0.21347,0.375674,0.04141,0.258225,0.246217,0.02793,0.329389,0.205143,0.006833,0.394713,0.19561,-0.008773,0.202872,0.392819,-0.005103,0.247307,0.260465,-0.022768,0.317816,0.215915,-0.032385,0.379491,0.201264,-0.037632,0.209407,0.43504,-0.051203,0.261156,0.31397,-0.066623,0.313582,0.255038,-0.071114,0.360265,0.222569,-0.074094
C,0.204344,0.720976,1e-06,0.304805,0.634244,0.038066,0.353288,0.522069,0.05147,0.394606,0.453552,0.04829,0.43104,0.379156,0.043855,0.23281,0.381862,0.076135,0.272177,0.276855,0.068105,0.33048,0.227887,0.05241,0.385058,0.199746,0.038582,0.211193,0.377491,0.03403,0.257171,0.247257,0.020219,0.328399,0.205617,0.00058,0.392901,0.197681,-0.013833,0.202238,0.395484,-0.011873,0.247614,0.261687,-0.028578,0.317756,0.216583,-0.038055,0.378178,0.203129,-0.043579,0.211325,0.437861,-0.057242,0.261225,0.317124,-0.072425,0.312555,0.257566,-0.077647,0.358598,0.224882,-0.081228
C,0.205457,0.724009,1e-06,0.307667,0.634848,0.042412,0.353721,0.523634,0.058187,0.394086,0.456129,0.055853,0.430265,0.379884,0.051696,0.240373,0.384913,0.086039,0.281378,0.280321,0.081422,0.336119,0.230917,0.066972,0.387751,0.199357,0.053449,0.216605,0.3788,0.041024,0.262547,0.252058,0.031573,0.330363,0.207413,0.012432,0.393409,0.196686,-0.002706,0.203813,0.395201,-0.008086,0.248409,0.264849,-0.021393,0.315572,0.216881,-0.031355,0.375305,0.201375,-0.038449,0.208712,0.435093,-0.056652,0.257827,0.315218,-0.07035,0.308793,0.255931,-0.075799,0.356246,0.225104,-0.080245
C,0.202681,0.725924,1e-06,0.309896,0.632921,0.046227,0.354904,0.5234,0.062459,0.394869,0.455732,0.058882,0.430149,0.377393,0.053248,0.24079,0.381846,0.095964,0.280124,0.277004,0.092661,0.335745,0.229157,0.077146,0.388012,0.199114,0.062546,0.216864,0.376575,0.04823,0.262287,0.250473,0.042005,0.330899,0.206827,0.022412,0.393135,0.199148,0.005786,0.20383,0.392057,-0.004121,0.249565,0.262973,-0.014253,0.318035,0.216341,-0.024552,0.377338,0.203338,-0.033329,0.20832,0.42946,-0.056044,0.259071,0.314728,-0.067682,0.311283,0.257863,-0.073238,0.358729,0.22718,-0.078814
C,0.203231,0.724063,1e-06,0.30822,0.633511,0.046467,0.354004,0.521587,0.063719,0.394013,0.453514,0.061611,0.431603,0.376319,0.057669,0.24082,0.382101,0.095049,0.28092,0.2788,0.092934,0.335531,0.229752,0.079218,0.387098,0.19808,0.065659,0.216181,0.375653,0.047581,0.262624,0.250918,0.040157,0.330706,0.206895,0.021297,0.393806,0.19683,0.005969,0.202794,0.390955,-0.004133,0.249116,0.264335,-0.015726,0.316781,0.21763,-0.024772,0.376233,0.201588,-0.031693,0.207243,0.429682,-0.055234,0.258129,0.31259,-0.067224,0.309372,0.255014,-0.071465,0.356353,0.224259,-0.075463
C,0.204221,0.720345,1e-06,0.308134,0.631848,0.044528,0.354122,0.521613,0.061286,0.39266,0.454513,0.059187,0.429759,0.378591,0.055456,0.240026,0.380758,0.093111,0.279739,0.277715,0.090477,0.334825,0.229201,0.076467,0.386775,0.198834,0.062896,0.215973,0.375295,0.046843,0.261634,0.250244,0.038212,0.329927,0.206484,0.018775,0.392706,0.197289,0.003474,0.203223,0.391362,-0.003698,0.248228,0.263911,-0.016557,0.316448,0.217032,-0.026013,0.376237,0.202361,-0.032576,0.208195,0.430689,-0.053674,0.2589,0.312965,-0.066086,0.310711,0.255298,-0.070271,0.358119,0.225445,-0.073899
C,0.204323,0.721805,1e-06,0.309732,0.631767,0.041615,0.355614,0.523601,0.05593,0.394088,0.456207,0.051522,0.430091,0.378262,0.045227,0.244921,0.379477,0.088038,0.282196,0.275501,0.082694,0.336148,0.227889,0.066304,0.387609,0.19745,0.051157,0.220568,0.374432,0.042292,0.262942,0.249936,0.034384,0.329886,0.206004,0.014467,0.391377,0.197082,-0.002309,0.206159,0.391377,-0.008205,0.249157,0.26484,-0.020448,0.31589,0.218469,-0.031647,0.374451,0.205567,-0.040673,0.208506,0.431266,-0.058527,0.257523,0.318399,-0.072543,0.308611,0.260974,-0.079475,0.355187,0.230527,-0.085664
C,0.202781,0.721898,1e-06,0.308306,0.633687,0.044299,0.35489,0.524141,0.060773,0.392967,0.456777,0.058207,0.429737,0.381238,0.053973,0.241182,0.377615,0.093943,0.279672,0.27585,0.091097,0.335024,0.228111,0.076109,0.387047,0.19887,0.061658,0.216959,0.372897,0.047478,0.260451,0.248638,0.040472,0.328898,0.205768,0.021321,0.391606,0.197706,0.005423,0.20384,0.390002,-0.003503,0.248139,0.262841,-0.015311,0.31637,0.217487,-0.024471,0.376189,0.205204,-0.031587,0.208499,0.430616,-0.054158,0.258291,0.315046,-0.067663,0.310411,0.257676,-0.072936,0.357874,0.227712,-0.077483
